date,team,elo_before
1977-06-26,Uganda,1568.2568483611983
1977-06-26,Ethiopia,1473.4142418658469
1977-06-26,Nigeria,1639.1909693608275
1977-06-26,Senegal,1569.223379702559
1977-06-26,Hong Kong,1497.613452640078
1977-06-26,South Korea,1674.3731984030958
1977-06-30,Brazil,1861.4798864775166
1977-06-30,France,1619.336483935755
1977-06-30,Iceland,1379.5381672895226
1977-06-30,Norway,1352.2729739675426
1977-07-03,Argentina,1723.5609583197038
1977-07-03,Yugoslavia,1629.4268411509165
1977-07-03,South Korea,1690.0250687399762
1977-07-03,Iran,1716.9017288534203
1977-07-03,Zimbabwe,1450.3273377291036
1977-07-03,South Africa,1604.8098929795913
1977-07-06,Malawi,1439.0160432526347
1977-07-06,Tanzania,1437.6398846837797
1977-07-08,Malawi,1436.1782831066344
1977-07-08,Tanzania,1440.47764482978
1977-07-10,Nigeria,1650.1192482488163
1977-07-10,Ivory Coast,1639.296369050696
1977-07-10,Peru,1597.1733190444108
1977-07-10,Brazil,1853.9286616980708
1977-07-10,Australia,1641.2558135919714
1977-07-10,Hong Kong,1481.9615823031977
1977-07-12,Argentina,1728.4903684923513
1977-07-12,German DR,1726.1945780814435
1977-07-14,Brazil,1861.357834105606
1977-07-14,Bolivia,1468.303890087966
1977-07-15,Egypt,1658.6229314759369
1977-07-15,Zambia,1586.905306047336
1977-07-16,Malaysia,1539.643494383239
1977-07-16,Myanmar,1581.607636682542
1977-07-17,Congo,1530.5743993120634
1977-07-17,Gabon,1435.9275138052412
1977-07-17,China,1628.1249322526753
1977-07-17,Hong Kong,1474.6204155780424
1977-07-17,South Korea,1685.8768209261957
1977-07-17,Libya,1443.3241497937493
1977-07-17,Peru,1589.7441466368757
1977-07-17,Bolivia,1464.5331656944868
1977-07-18,Malaysia,1547.9884528692303
1977-07-18,Thailand,1406.9257493430719
1977-07-19,China,1631.8964532241116
1977-07-19,DR Congo,1601.2964745665702
1977-07-19,Iraq,1590.0877516760233
1977-07-19,Libya,1439.3558981159529
1977-07-20,Iceland,1386.0306676389127
1977-07-20,Sweden,1641.6773530515416
1977-07-20,South Korea,1689.845072603992
1977-07-20,Thailand,1402.9301446758275
1977-07-21,Myanmar,1573.2626781965507
1977-07-21,Iraq,1586.0024876041105
1977-07-21,Malaysia,1551.9840575364747
1977-07-21,Libya,1443.4411621878658
1977-07-23,Libya,1448.8133277388376
1977-07-23,Thailand,1399.7123289757003
1977-07-23,Malaysia,1546.6118919855028
1977-07-23,Iraq,1595.6359706659198
1977-07-24,Afghanistan,1386.7814663819809
1977-07-24,India,1441.5804661623524
1977-07-24,Myanmar,1563.6291951347414
1977-07-24,South Korea,1693.0628883041193
1977-07-24,Hong Kong,1470.848894606606
1977-07-24,Iran,1721.0499766672008
1977-07-25,Ivory Coast,1625.4679452467383
1977-07-25,Nigeria,1663.9476720527741
1977-07-25,China,1638.305064074543
1977-07-25,Morocco,1689.0004980151678
1977-07-25,Iraq,1597.0927373680113
1977-07-25,Thailand,1401.1162352465174
1977-07-26,Malaysia,1545.1551252834113
1977-07-26,South Korea,1699.5007730540453
1977-07-27,Myanmar,1557.1913103848153
1977-07-27,Libya,1447.4094214680206
1977-07-27,China,1646.8954146198682
1977-07-27,Hong Kong,1487.0188337097354
1977-07-27,Iran,1704.8800375640715
1977-07-27,Morocco,1680.4101474698425
1977-07-28,German DR,1719.0566575076803
1977-07-28,Russia,1691.7651094778234
1977-07-28,Iraq,1601.982859438845
1977-07-28,South Korea,1697.949212994402
1977-07-29,Myanmar,1564.1326563832674
1977-07-29,Thailand,1396.2261131756836
1977-07-29,Iran,1704.1768997393967
1977-07-29,DR Congo,1594.8878637161388
1977-07-31,Gabon,1426.0906052020082
1977-07-31,Congo,1540.4113079152964
1977-07-31,Iraq,1604.6768280237495
1977-07-31,South Korea,1695.2552444094974
1977-07-31,Zambia,1576.0568579393312
1977-07-31,Egypt,1669.4713795839416
1977-08-05,Iran,1691.131109657032
1977-08-05,Romania,1685.9918990216433
1977-08-14,Australia,1648.5969803171267
1977-08-14,Iran,1688.1940712103753
1977-08-14,Czechoslovakia,1714.3345514442128
1977-08-14,Romania,1688.9289374683
1977-08-17,Sweden,1647.4749225100356
1977-08-17,German DR,1725.5484926462584
1977-08-18,Norway,1345.7804736181524
1977-08-18,Finland,1346.902158126826
1977-08-24,Argentina,1735.6282890661146
1977-08-24,Paraguay,1587.485564269268
1977-08-24,Austria,1656.1461797629145
1977-08-24,Poland,1764.0464363904275
1977-08-27,Australia,1625.1545225063198
1977-08-27,South Korea,1702.705690187128
1977-08-31,Netherlands,1834.5949021926517
1977-08-31,Iceland,1380.2330981804187
1977-08-31,Paraguay,1583.618678112317
1977-08-31,Argentina,1739.4951752230656
1977-09-01,India,1452.8741648184496
1977-09-01,Thailand,1400.7147303422842
1977-09-03,Belgium,1660.6272016838298
1977-09-03,Iceland,1378.6531129841514
1977-09-03,South Korea,1683.9961535308894
1977-09-03,Thailand,1412.204821724485
1977-09-04,Nigeria,1667.452510182871
1977-09-04,Ghana,1596.8300337868932
1977-09-05,South Korea,1686.1011590518096
1977-09-05,India,1441.3840734362486
1977-09-06,Tunisia,1626.3453969889824
1977-09-06,Malta,1345.9557042619379
1977-09-06,Wales,1590.2630646973685
1977-09-06,Kuwait,1694.8801285921616
1977-09-07,Czechoslovakia,1703.6046196141065
1977-09-07,Turkey,1537.3621866997287
1977-09-07,England,1725.913770273433
1977-09-07,Switzerland,1442.7920389981987
1977-09-07,Finland,1349.6736800894207
1977-09-07,Germany,1893.3739823463663
1977-09-07,German DR,1736.1787495235494
1977-09-07,Scotland,1731.5407546650247
1977-09-07,Norway,1343.0089516555577
1977-09-07,Sweden,1636.8446656327446
1977-09-07,Russia,1685.2732743392453
1977-09-07,Poland,1753.8190879084345
1977-09-08,Bahrain,1434.5318657636046
1977-09-08,Malaysia,1546.7066853430547
1977-09-11,Trinidad & Tobago,1566.5565716272492
1977-09-11,Canada,1474.88192577248
1977-09-13,South Korea,1688.518274580725
1977-09-13,Malaysia,1553.5857329059672
1977-09-14,China,1630.5559621279249
1977-09-14,Thailand,1410.0998162035648
1977-09-15,El Salvador,1478.5386360060918
1977-09-15,USA,1409.6544240521641
1977-09-15,Malaysia,1549.4761034139017
1977-09-15,Thailand,1407.3698741431738
1977-09-18,Guatemala,1545.6443422871928
1977-09-18,USA,1424.1654829110869
1977-09-18,Réunion,1392.7404501992032
1977-09-18,Mauritius,1418.55141055397
1977-09-18,Suriname,1601.9809790498737
1977-09-18,Trinidad & Tobago,1561.538759087358
1977-09-20,Kuwait,1694.7472466330325
1977-09-20,Wales,1590.3959466564975
1977-09-21,Northern Ireland,1534.9952838627132
1977-09-21,Iceland,1374.6588514262805
1977-09-21,Bulgaria,1621.5292147020393
1977-09-21,Turkey,1533.8099576124978
1977-09-21,Romania,1699.6588692984064
1977-09-21,Greece,1512.6809226283508
1977-09-21,Mauritius,1430.6548694481012
1977-09-21,Seychelles,1474.4851209183091
1977-09-21,Scotland,1724.4646058114283
1977-09-21,Czechoslovakia,1707.1568487013374
1977-09-21,Switzerland,1450.8067531484828
1977-09-21,Spain,1703.2617691727996
1977-09-21,Poland,1744.721946868188
1977-09-21,Denmark,1509.2691638851124
1977-09-22,Guyana,1377.656637025998
1977-09-22,Trinidad & Tobago,1555.3743430232907
1977-09-24,Austria,1666.3735282449074
1977-09-24,German DR,1743.2548983771458
1977-09-24,Guyana,1389.8569551444136
1977-09-24,Trinidad & Tobago,1543.174024904875
1977-09-24,Libya,1440.4680754695685
1977-09-24,Malta,1343.9421175502116
1977-09-25,Guatemala,1550.012615609664
1977-09-25,USA,1419.7972095886157
1977-09-25,Réunion,1380.6369913050721
1977-09-25,Seychelles,1463.2302348785743
1977-09-25,Tunisia,1628.3589837007087
1977-09-25,Nigeria,1672.9016913091089
1977-09-26,Guyana,1391.3796098453904
1977-09-26,Trinidad & Tobago,1541.6513702038983
1977-09-27,Mexico,1618.6451533803518
1977-09-27,USA,1415.5982081877912
1977-09-28,Libya,1445.346521705597
1977-09-28,Cyprus,1231.951590345458
1977-09-30,Botswana,1455.4290355329072
1977-09-30,Malawi,1443.4914088386652
1977-09-30,USA,1412.6233085561241
1977-09-30,El Salvador,1464.027577147169
1977-10-01,Botswana,1442.3142463986756
1977-10-01,Malawi,1456.6061979728968
1977-10-02,Tunisia,1625.1934438631663
1977-10-02,Guinea,1676.37775098541
1977-10-02,Hong Kong,1503.3582862016788
1977-10-02,Kuwait,1689.4614625576248
1977-10-03,Zambia,1575.6778127246848
1977-10-03,India,1438.9669579073334
1977-10-05,Hungary,1712.6814367851357
1977-10-05,Yugoslavia,1624.497430978269
1977-10-05,Netherlands,1836.174887388919
1977-10-05,Russia,1694.3704153794918
1977-10-05,Sweden,1606.7162525247188
1977-10-05,Denmark,1504.2036612911083
1977-10-05,Switzerland,1444.9332525690133
1977-10-05,Finland,1348.2307088186901
1977-10-06,USA,1411.2336613189407
1977-10-06,China,1633.285904188316
1977-10-08,Canada,1479.8997383123713
1977-10-08,El Salvador,1465.4172243843525
1977-10-08,France,1626.887708715201
1977-10-08,Russia,1700.3884458278528
1977-10-08,Germany,1894.816953617097
1977-10-08,Italy,1765.0563866902964
1977-10-08,Guatemala,1554.2116170104885
1977-10-08,Suriname,1608.1453951139408
1977-10-08,Nigeria,1676.0672311466512
1977-10-08,Egypt,1669.850424798588
1977-10-09,Denmark,1499.45120268404
1977-10-09,Portugal,1644.8787348899607
1977-10-09,South Korea,1692.6279040727904
1977-10-09,Kuwait,1704.6040042647696
1977-10-09,Mexico,1621.6200530120188
1977-10-09,Haiti,1521.703389902407
1977-10-09,Zambia,1579.7541180379424
1977-10-09,India,1434.8906525940758
1977-10-10,USA,1414.6088928823654
1977-10-10,China,1629.9106726248913
1977-10-12,German DR,1744.5837530235872
1977-10-12,Austria,1665.044673598466
1977-10-12,Guatemala,1565.7516057647338
1977-10-12,Haiti,1516.8965769157746
1977-10-12,Canada,1469.4831393142379
1977-10-12,Suriname,1596.6054063596955
1977-10-12,Wales,1595.6817307319052
1977-10-12,Scotland,1737.9572489109712
1977-10-12,Hungary,1717.7391748222178
1977-10-12,Sweden,1611.4687111317871
1977-10-12,Northern Ireland,1542.3005593925586
1977-10-12,Netherlands,1830.1568569405579
1977-10-12,Luxembourg,1173.2224004583727
1977-10-12,England,1717.899056123149
1977-10-12,Mexico,1626.4268659986512
1977-10-12,El Salvador,1475.833823382486
1977-10-12,Ireland,1531.7326186050284
1977-10-12,Bulgaria,1626.5970686158541
1977-10-15,Italy,1760.8486928087946
1977-10-15,Finland,1343.3560109869338
1977-10-15,Mexico,1630.2499448969727
1977-10-15,Suriname,1583.1015148822519
1977-10-16,Guinea,1659.169461847376
1977-10-16,Tunisia,1642.4017330012005
1977-10-16,Australia,1643.8640591625585
1977-10-16,Kuwait,1689.5653657523983
1977-10-16,Canada,1482.9870307916815
1977-10-16,Guatemala,1554.3546402305783
1977-10-16,El Salvador,1472.0107444841644
1977-10-16,Haiti,1528.29354244993
1977-10-16,USA,1427.8108503245592
1977-10-16,China,1616.7087151826975
1977-10-19,Mexico,1636.2509672555652
1977-10-19,Guatemala,1542.3289266698064
1977-10-20,Canada,1495.0127443524534
1977-10-20,Haiti,1536.6876165477038
1977-10-20,El Salvador,1463.6166703863908
1977-10-20,Suriname,1577.1004925236593
1977-10-21,Egypt,1655.7811303713816
1977-10-21,Nigeria,1690.1365255738576
1977-10-22,Guyana,1382.8165334424907
1977-10-22,Barbados,1403.854158649979
1977-10-22,Mexico,1641.1849134800823
1977-10-22,Canada,1496.2065237204424
1977-10-23,El Salvador,1476.7715890616828
1977-10-23,Guatemala,1537.394980445289
1977-10-23,Haiti,1535.4938371797148
1977-10-23,Suriname,1563.9455738483673
1977-10-23,Jamaica,1363.9904188561145
1977-10-23,China,1604.204442440412
1977-10-23,South Korea,1707.6665425851618
1977-10-23,Australia,1620.763576940628
1977-10-24,Guyana,1390.58215227713
1977-10-24,Barbados,1396.0885398153396
1977-10-26,Bulgaria,1626.8926731088368
1977-10-26,Greece,1509.4640863091815
1977-10-26,Guyana,1387.9275409363202
1977-10-26,Barbados,1398.7431511561495
1977-10-26,Netherlands,1840.2865962528324
1977-10-26,Belgium,1664.6214632417007
1977-10-26,Spain,1709.135269752269
1977-10-26,Romania,1702.8757056175757
1977-10-28,Iran,1711.6365290211822
1977-10-28,Kuwait,1712.665847974329
1977-10-28,Thailand,1411.246230875775
1977-10-28,Singapore,1323.870491827351
1977-10-29,German DR,1735.0799202130709
1977-10-29,Malta,1339.063671314183
1977-10-29,Hungary,1722.4137022798088
1977-10-29,Bolivia,1451.4442484997767
1977-10-29,Poland,1749.7874494621922
1977-10-29,Portugal,1662.2785166802748
1977-10-30,Hong Kong,1488.215744494534
1977-10-30,Australia,1630.5922691119931
1977-10-30,Switzerland,1449.8079504007696
1977-10-30,Norway,1373.1373647635835
1977-10-30,Turkey,1528.742103698683
1977-10-30,Austria,1674.5485064089823
1977-10-31,Jamaica,1357.8203996291895
1977-10-31,China,1610.374461667337
1977-10-31,Thailand,1416.3215705041864
1977-10-31,India,1430.96454357464
1977-11-01,Malaysia,1545.5997466813005
1977-11-01,Singapore,1318.7951521989396
1977-11-04,India,1433.3730531036827
1977-11-04,Singapore,1314.5306449186994
1977-11-05,Kuwait,1698.213800110877
1977-11-05,South Korea,1697.8378504137966
1977-11-06,Thailand,1413.9130609751437
1977-11-06,Malaysia,1549.8642539615407
1977-11-09,Czechoslovakia,1693.6642056017945
1977-11-09,Hungary,1726.6415682828892
1977-11-10,India,1440.079936889193
1977-11-10,Malaysia,1558.8331728393557
1977-11-11,Iran,1726.0885768846342
1977-11-11,South Korea,1703.4603874970535
1977-11-11,Malawi,1469.0242223152152
1977-11-11,Lesotho,1419.6793482550504
1977-11-12,Kuwait,1692.59126302762
1977-11-12,Hong Kong,1470.6431083334141
1977-11-12,Nigeria,1673.8709998585189
1977-11-12,Tunisia,1628.8812802854547
1977-11-12,Poland,1739.9323220502738
1977-11-12,Sweden,1606.7941836741961
1977-11-13,Romania,1688.8086560114036
1977-11-13,Yugoslavia,1619.4396929411869
1977-11-13,Singapore,1307.823761133189
1977-11-13,Australia,1648.164905273113
1977-11-13,Malawi,1474.9722703912496
1977-11-13,Lesotho,1413.731300179016
1977-11-16,Czechoslovakia,1691.7587169037608
1977-11-16,Wales,1583.442723380185
1977-11-16,England,1720.7699850713502
1977-11-16,Italy,1762.7841726608833
1977-11-16,France,1626.1264741483647
1977-11-16,Bulgaria,1621.341071342578
1977-11-16,Germany,1899.0246474985988
1977-11-16,Switzerland,1460.432455835755
1977-11-16,Greece,1515.0156880754403
1977-11-16,Yugoslavia,1648.4840227096472
1977-11-16,Northern Ireland,1532.170820080284
1977-11-16,Belgium,1657.8283957829694
1977-11-16,Portugal,1672.1336440921932
1977-11-16,Cyprus,1229.1244057087918
1977-11-16,Turkey,1511.3637597568468
1977-11-16,German DR,1737.2562421331277
1977-11-18,Iran,1719.3087530485004
1977-11-18,Hong Kong,1465.2235904132806
1977-11-19,Kuwait,1698.0107809477536
1977-11-19,Australia,1652.1738071600244
1977-11-19,Malaysia,1565.5423450654139
1977-11-19,Indonesia,1407.9002597325168
1977-11-20,Philippines,1259.3994410916268
1977-11-20,Brunei,1436.6490744242012
1977-11-20,Thailand,1404.9441420973287
1977-11-20,Singapore,1303.8148592462776
1977-11-21,Malaysia,1549.241516554999
1977-11-21,Philippines,1274.1001821204934
1977-11-21,Myanmar,1559.644039216667
1977-11-21,Singapore,1296.6460846313594
1977-11-22,Indonesia,1424.2010882429317
1977-11-22,Brunei,1421.9483333953347
1977-11-22,Thailand,1412.112916712247
1977-11-22,Myanmar,1563.2511577381458
1977-11-23,Philippines,1272.0312219115747
1977-11-23,Indonesia,1434.1362496549405
1977-11-23,Malaysia,1551.3104767639177
1977-11-23,Brunei,1412.013171983326
1977-11-25,Egypt,1672.0466560867203
1977-11-25,Tunisia,1656.7745838233404
1977-11-25,Iran,1723.9184406071022
1977-11-25,Australia,1640.1082461632523
1977-11-25,Malaysia,1555.3386736248835
1977-11-25,Myanmar,1569.1561536723043
1977-11-25,Indonesia,1429.7819650707079
1977-11-25,Thailand,1406.2079207780885
1977-11-26,Uganda,1578.085402026186
1977-11-26,Zanzibar,1256.656817457021
1977-11-26,Myanmar,1561.5870316830599
1977-11-26,Indonesia,1419.104488877126
1977-11-26,Malaysia,1562.907795614128
1977-11-26,Thailand,1416.8853969716704
1977-11-27,Iraq,1597.2263822461189
1977-11-27,Morocco,1681.1132852945173
1977-11-27,Malta,1336.8873493941262
1977-11-27,Turkey,1498.3093650866215
1977-11-27,Tanzania,1433.1645190977492
1977-11-27,Zambia,1583.6802270573783
1977-11-28,Kenya,1504.4867068347578
1977-11-28,Uganda,1580.8021751352971
1977-11-29,Malawi,1480.6381619686833
1977-11-29,Zambia,1589.6001471979014
1977-11-30,Bolivia,1447.2163824966963
1977-11-30,Hungary,1728.547056980923
1977-11-30,Somalia,1408.5629308102637
1977-11-30,Zanzibar,1253.9400443479099
1977-11-30,Yugoslavia,1647.5236951875945
1977-11-30,Spain,1723.2023193584412
1977-12-01,Malawi,1493.6754095803603
1977-12-01,Tanzania,1427.2445989572261
1977-12-02,Kenya,1496.6485853525367
1977-12-02,Zanzibar,1250.1881856679759
1977-12-03,Italy,1746.091453694485
1977-12-03,Luxembourg,1170.3514715101715
1977-12-03,Kuwait,1710.0763419445257
1977-12-03,Iran,1734.2253757069604
1977-12-03,Morocco,1671.5767252899002
1977-12-03,Iraq,1606.762942250736
1977-12-04,South Korea,1710.2402113331873
1977-12-04,Hong Kong,1460.6139028546788
1977-12-05,Kenya,1500.5457687772614
1977-12-05,Zambia,1576.5628995862244
1977-12-06,Malawi,1491.7863418475492
1977-12-06,Uganda,1588.6402966175183
1977-12-08,Kenya,1492.6994602588761
1977-12-08,Malawi,1484.5039872215896
1977-12-09,Uganda,1595.922651243478
1977-12-09,Zambia,1584.4092081046097
1977-12-11,Tunisia,1643.1769638942824
1977-12-11,Egypt,1685.6442760157784
1977-12-12,Kenya,1482.463619323557
1977-12-12,Malawi,1494.7398281569087
1977-12-14,Germany,1899.8864743106726
1977-12-14,Wales,1574.1777592789288
1977-12-17,Puerto Rico,1319.6225879533529
1977-12-17,Martinique,1568.230844680719
1977-12-21,Belgium,1636.3541060838486
1977-12-21,Italy,1746.8929825704345
1977-12-25,Ghana,1591.3808526606554
1977-12-25,Sierra Leone,1429.0012097724255
1978-01-11,Cyprus,1227.44220629619
1978-01-11,Greece,1515.976015597493
1978-01-17,Ghana,1594.9985063824333
1978-01-17,Gambia,1428.1157320201673
1978-01-18,Libya,1448.1737063422634
1978-01-18,Morocco,1667.1594733578738
1978-01-25,Spain,1744.600087851622
1978-01-25,Italy,1756.5897423208992
1978-01-26,Sudan,1575.664141731886
1978-01-26,Kenya,1479.991046583891
1978-01-28,Zambia,1584.7404703866353
1978-01-28,Zanzibar,1246.2910022432511
1978-01-29,Zambia,1586.224437489212
1978-01-29,Zanzibar,1244.8070351406743
1978-01-30,Sudan,1580.560719239698
1978-01-30,Congo,1539.5874085351122
1978-02-05,Gabon,1426.9145045821924
1978-02-05,Nigeria,1645.9776963206332
1978-02-05,Zambia,1587.6851025617032
1978-02-05,Eswatini,1480.3924408135108
1978-02-08,Israel,1609.8338025165701
1978-02-08,Denmark,1482.051420893726
1978-02-08,Italy,1749.0700569450373
1978-02-08,France,1640.2710127509743
1978-02-12,Benin,1464.3756918907939
1978-02-12,Burkina Faso,1404.6071017936863
1978-02-15,El Salvador,1478.4989752756144
1978-02-15,Mexico,1645.108935445259
1978-02-15,Greece,1521.0261485100862
1978-02-15,Austria,1691.9268503508185
1978-02-19,Gabon,1420.2132851335164
1978-02-19,Burkina Faso,1418.9067291727313
1978-02-19,Ghana,1598.5399800082062
1978-02-19,Ivory Coast,1621.9631071166414
1978-02-21,Iraq,1611.1801941827623
1978-02-21,Algeria,1526.567096535065
1978-02-22,Germany,1891.4744025470825
1978-02-22,England,1737.4627040377486
1978-02-22,Israel,1614.079455183123
1978-02-22,Netherlands,1847.0796637115636
1978-02-22,Scotland,1750.1962562626913
1978-02-22,Bulgaria,1607.1965327399685
1978-02-23,Iraq,1616.316000274479
1978-02-23,Algeria,1521.4312904433484
1978-02-26,Burkina Faso,1421.742647215275
1978-02-26,Benin,1450.0760645117489
1978-02-26,Morocco,1673.8626789149157
1978-02-26,Russia,1701.149680394689
1978-02-26,Syria,1503.5163887608524
1978-02-26,Algeria,1516.5179119517936
1978-02-27,Iraq,1621.2293787660337
1978-02-27,North Korea,1617.2581287501703
1978-02-28,Martinique,1574.1966285804133
1978-02-28,Antigua and Barbuda,1436.6915827783835
1978-03-02,Basque Country,1609.109624103638
1978-03-02,Russia,1713.2124990532272
1978-03-05,Ghana,1606.37093047186
1978-03-05,Zambia,1592.3385858802308
1978-03-05,Nigeria,1652.6789157693092
1978-03-05,Burkina Faso,1429.7086830658072
1978-03-06,Congo,1533.4360220078117
1978-03-06,Uganda,1595.5913889614524
1978-03-06,Morocco,1661.7998602563775
1978-03-06,Tunisia,1659.895058991407
1978-03-08,Burkina Faso,1425.3696497562814
1978-03-08,Zambia,1585.507713776469
1978-03-08,France,1645.64842104916
1978-03-08,Portugal,1673.8158435047949
1978-03-08,German DR,1750.310636803353
1978-03-08,Switzerland,1459.5706290236812
1978-03-08,Germany,1895.2369968637843
1978-03-08,Russia,1713.0944143085514
1978-03-08,Ghana,1613.2018025756217
1978-03-08,Nigeria,1657.017949078835
1978-03-09,Congo,1525.206153489615
1978-03-09,Morocco,1661.745036218192
1978-03-09,Tunisia,1659.9498830295927
1978-03-09,Uganda,1603.8212574796491
1978-03-10,Ghana,1611.5986512049394
1978-03-10,Burkina Faso,1419.6779415407711
1978-03-10,Nigeria,1658.6211004495174
1978-03-10,Zambia,1591.1994219919793
1978-03-11,Congo,1518.9455078980286
1978-03-11,Tunisia,1668.3482804325413
1978-03-11,Morocco,1668.0056818097783
1978-03-11,Uganda,1595.4228600767005
1978-03-12,Lesotho,1408.0654086015822
1978-03-12,Kenya,1475.094469076079
1978-03-12,Libya,1441.4705007852215
1978-03-12,Algeria,1528.9708746645456
1978-03-14,Ghana,1614.7394201525262
1978-03-14,Tunisia,1664.29493575392
1978-03-14,Nigeria,1656.7045458701923
1978-03-14,Uganda,1607.4820911031518
1978-03-16,Ghana,1623.2976281530043
1978-03-16,Uganda,1618.889424090186
1978-03-19,Argentina,1727.9006441390459
1978-03-19,Peru,1602.8330638315858
1978-03-22,Belgium,1626.6573463333839
1978-03-22,Austria,1689.9140275141133
1978-03-22,Greece,1523.0389713467914
1978-03-22,Czechoslovakia,1701.0236810050171
1978-03-22,Luxembourg,1169.549942634222
1978-03-22,Poland,1744.0757815274505
1978-03-22,Turkey,1514.8100096855414
1978-03-22,Romania,1659.7643262429433
1978-03-23,Peru,1598.534911456273
1978-03-23,Argentina,1732.1987965143587
1978-03-26,Martinique,1578.2581164673693
1978-03-26,Guadeloupe,1452.445298611406
1978-03-29,Argentina,1741.2328928073318
1978-03-29,Bulgaria,1603.2364605676146
1978-03-29,Spain,1752.1197732274838
1978-03-29,Norway,1362.512859328598
1978-03-30,Venezuela,1328.3456295948206
1978-03-30,China,1616.2455971812817
1978-04-01,France,1653.6098772840778
1978-04-01,Brazil,1865.128558499085
1978-04-01,Peru,1589.5008151632999
1978-04-01,Bulgaria,1599.1841204858476
1978-04-01,Guernsey,1564.6070105225926
1978-04-01,Alderney,1285.371285196093
1978-04-04,German DR,1752.2188680721254
1978-04-04,Sweden,1602.6507241970194
1978-04-04,Switzerland,1457.6623977549089
1978-04-04,Austria,1680.9676601251442
1978-04-05,Iran,1758.5236362006901
1978-04-05,Yugoslavia,1626.1259266944137
1978-04-05,Argentina,1745.2852328890988
1978-04-05,Romania,1658.4776095218258
1978-04-05,Poland,1745.2984779207313
1978-04-05,Greece,1515.246601149764
1978-04-05,Germany,1898.529681985857
1978-04-05,Brazil,1852.0246617929984
1978-04-05,Russia,1709.8017291864787
1978-04-05,Finland,1341.420531134845
1978-04-05,Tunisia,1655.736727753442
1978-04-05,Netherlands,1853.4282508003625
1978-04-05,Ireland,1531.4370141120457
1978-04-05,Turkey,1516.096726406659
1978-04-11,Mexico,1653.214895866642
1978-04-11,Peru,1586.958305589632
1978-04-12,Poland,1747.900802857287
1978-04-12,Ireland,1538.2340619906452
1978-04-15,Hungary,1738.9635755948455
1978-04-15,Czechoslovakia,1708.8160512020445
1978-04-16,Martinique,1562.5418104005223
1978-04-16,Puerto Rico,1313.6568040536586
1978-04-18,Iran,1752.6811148480344
1978-04-18,Wales,1582.5898310425189
1978-04-19,German DR,1736.060224041037
1978-04-19,Belgium,1635.603713722353
1978-04-19,Sweden,1618.8093682281078
1978-04-19,Germany,1884.5462731823807
1978-04-19,England,1733.7001097210468
1978-04-19,Brazil,1866.0080705964747
1978-04-20,Puerto Rico,1311.2902103801425
1978-04-20,Martinique,1564.9084040740383
1978-04-22,Peru,1598.842537345131
1978-04-22,China,1621.3095161021051
1978-04-23,Czechoslovakia,1702.3960920451545
1978-04-23,Bulgaria,1601.7266300595156
1978-04-25,Uruguay,1546.5550053055817
1978-04-25,Argentina,1750.3729685161697
1978-04-26,Iran,1736.1690816558319
1978-04-26,Bulgaria,1606.9356230624471
1978-04-26,Malaysia,1566.8128965296378
1978-04-26,Singapore,1293.0389661098804
1978-04-26,Poland,1750.7804873732048
1978-04-26,Bulgaria,1612.7178390510962
1978-04-26,Spain,1753.246527735329
1978-04-26,Mexico,1641.330664111143
1978-04-30,Kenya,1486.0406105034294
1978-04-30,Lesotho,1397.1192671742317
1978-05-01,Barbados,1401.2551519593587
1978-05-01,Guyana,1385.4155401331109
1978-05-01,Brazil,1865.080843801067
1978-05-01,Peru,1606.6472781203709
1978-05-03,Argentina,1737.4707168960083
1978-05-03,Uruguay,1559.4572569257432
1978-05-03,Thailand,1412.9802960561606
1978-05-03,Singapore,1309.6116247695743
1978-05-03,Barbados,1408.039308456529
1978-05-03,Guyana,1378.6313836359407
1978-05-03,Romania,1653.3898738947548
1978-05-03,Bulgaria,1608.6667304931143
1978-05-03,Finland,1340.1565943651815
1978-05-03,Mexico,1636.7715330448602
1978-05-09,Trinidad & Tobago,1550.214446606798
1978-05-09,Guyana,1372.192851304574
1978-05-09,Jersey,1650.0217042813147
1978-05-09,Guernsey,1566.6326583111422
1978-05-11,France,1666.7137739901646
1978-05-11,Iran,1730.3868656671827
1978-05-11,Trinidad & Tobago,1553.5729023911038
1978-05-11,Guyana,1368.8343955202683
1978-05-13,Réunion,1390.136403349854
1978-05-13,Seychelles,1453.7308228337924
1978-05-13,Scotland,1754.1563284350452
1978-05-13,Northern Ireland,1553.645109779405
1978-05-13,Wales,1599.1018642347215
1978-05-13,England,1734.6273365164545
1978-05-14,Libya,1451.1108877649613
1978-05-14,Malta,1320.3867047952062
1978-05-14,Romania,1659.44970166452
1978-05-14,Russia,1711.0656659561423
1978-05-15,Mauritius,1441.909755487836
1978-05-15,Seychelles,1444.7748414890368
1978-05-16,England,1743.6083798793518
1978-05-16,Northern Ireland,1560.6330553578193
1978-05-17,Brazil,1867.335132333231
1978-05-17,Czechoslovakia,1697.187099042223
1978-05-17,Scotland,1747.1683828566308
1978-05-17,Wales,1590.1208208718242
1978-05-18,Italy,1743.6926486468515
1978-05-18,Yugoslavia,1631.9684480470694
1978-05-18,Réunion,1399.0923846946096
1978-05-18,Mauritius,1451.992217422587
1978-05-19,France,1675.6719950745269
1978-05-19,Tunisia,1648.4766851624508
1978-05-19,Iran,1721.4286445828204
1978-05-19,Ghana,1630.379826669384
1978-05-19,Wales,1596.4113199408127
